"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-miR-328-3p",130.93947082113,-0.375931490492744,0.738230247434085,-0.509233388633686,0.610588642218091,0.9954112309327
"hsa-miR-330-3p",16.4475964468829,0.0163786450971338,1.37015012907863,0.0119539054513302,0.990462390547104,0.9954112309327
"hsa-miR-330-5p",7.92641915067789,1.20121799404933,1.82036390270199,0.659877946528353,0.509332157579665,0.9954112309327
"hsa-miR-331-3p",11.9592602024451,0.461624797698623,1.47961001611843,0.31199085750287,0.75504747145723,0.9954112309327
"hsa-miR-331-5p",54.6319337296223,-0.0859275467549603,0.608878801376442,-0.141124221373303,0.887771809251761,0.9954112309327
"hsa-miR-335-3p",43.8108890125247,-0.391819595064652,1.14761865963503,-0.341419679590484,0.732787662026369,0.9954112309327
"hsa-miR-335-5p",767.037277577445,0.154806205912946,0.53853497233205,0.287458036833856,0.773761628358951,0.9954112309327
"hsa-miR-338-3p",117.971007728132,-0.317699829070243,0.541271123185646,-0.586951373279297,0.557236365426279,0.9954112309327
"hsa-miR-338-5p",28.5983887775079,-1.25481093925727,0.989200222134568,-1.26851057165105,0.204615677867014,0.9954112309327
"hsa-miR-339-3p",1119.63926710348,-0.128496744912187,0.41289712090069,-0.311207655388552,0.755642763650881,0.9954112309327
"hsa-miR-339-5p",333.72073300059,0.414025064339468,0.389105327435675,1.06404367955592,0.287308912693716,0.9954112309327
"hsa-miR-33a-5p",29.508398952125,-0.862796851928747,0.659337931310563,-1.30858063969377,0.190676442498531,0.9954112309327
"hsa-miR-33b-5p",404.702211831927,-0.275724967894949,0.566124261722802,-0.487039659907662,0.626230225728445,0.9954112309327
"hsa-miR-340-3p",25.1701612367411,-0.99735805884232,0.998054622147796,-0.999302078974419,0.317648378637768,0.9954112309327
"hsa-miR-340-5p",5268.82088876042,-0.666282557995425,0.322860780407107,-2.06368378703442,0.03904770755583,0.9954112309327
"hsa-miR-342-3p",465.037410381467,-0.9813494765593,0.631014635917352,-1.55519289205177,0.119900136645299,0.9954112309327
"hsa-miR-342-5p",311.857551054927,0.398502718626895,0.345427244315028,1.15365167393532,0.248643003999236,0.9954112309327
"hsa-miR-345-5p",4936.51632257214,-0.360256409702017,0.451281075880795,-0.798297178756901,0.424698054846489,0.9954112309327
"hsa-miR-34a-5p",119.82712712535,-0.51202488283538,1.0326334407227,-0.495843793783236,NA,NA
